order_id,customer_id,order_date,total_amount,status
242,36339,2024-02-07,29157.53,Pending
243,43073,2024-04-18,47316.8,Pending
244,33384,2024-07-16,13987.55,Shipped
245,45956,2025-02-05,49269.55,Returned
246,36822,2024-01-08,41642.61,Cancelled
247,3754,2022-10-22,43449.6,Pending
248,32210,2023-07-19,45264.22,Shipped
249,49262,2023-05-11,24574.96,Pending
250,46932,2025-04-02,31251.89,Shipped
251,15847,2025-04-20,7315.85,Returned
252,18668,2023-03-31,24392.02,Pending
253,10380,2024-09-03,20225.3,Pending
254,8882,2023-02-08,37125.95,Pending
255,4987,2024-02-26,24112.15,Cancelled
256,16633,2024-07-14,33721.22,Returned
257,45402,2022-09-27,5933.6,Cancelled
258,30581,2022-11-12,43702.19,Cancelled
259,36168,2022-10-26,32636.16,Pending
260,33570,2024-10-13,16356.55,Delivered
261,39096,2022-10-27,14702.49,Shipped
262,15027,2023-10-23,46415.56,Cancelled
263,15424,2023-10-14,23709.9,Cancelled
264,34564,2022-10-02,2671.44,Delivered
265,47730,2024-06-12,21618.81,Cancelled
266,36520,2023-04-23,22071.85,Pending
267,11062,2024-08-31,42073.79,Delivered
268,28956,2023-08-07,5666.02,Pending
269,22951,2025-06-01,36792.61,Returned
270,46783,2023-04-02,3123.84,Shipped
271,4455,2023-06-16,42491.89,Shipped
272,39762,2023-02-02,22596.44,Pending
273,42069,2025-03-17,9353.24,Delivered
274,7509,2024-07-12,30247.28,Cancelled
275,31785,2023-05-14,42025.6,Cancelled
276,7041,2024-12-15,14469.37,Shipped
277,25676,2024-02-03,8655.59,Delivered
278,23902,2024-04-25,9168.62,Cancelled
279,39272,2024-06-27,18454.53,Cancelled
280,25670,2023-04-05,38867.77,Returned
281,36435,2023-08-08,22046.19,Returned
282,18789,2024-01-01,45844.46,Pending
283,32158,2023-08-02,34764.87,Delivered
284,700,2023-09-17,13746.06,Cancelled
285,4466,2024-02-21,21165.4,Returned
286,31609,2024-12-18,3340.83,Pending
287,34967,2023-04-13,16231.38,Cancelled
288,26127,2024-04-07,9678.0,Returned
289,860,2022-07-20,44212.87,Delivered
290,44006,2022-10-13,41978.95,Cancelled
291,778,2024-05-22,30003.93,Cancelled
292,36261,2023-06-05,48030.16,Returned
293,31665,2023-10-31,2509.78,Pending
294,11202,2023-08-28,7316.31,Pending
295,11152,2022-12-09,2785.44,Shipped
296,46475,2023-02-10,39069.63,Shipped
297,20064,2023-08-03,890.15,Returned
298,26820,2023-11-29,11324.19,Pending
299,33373,2024-10-06,18707.79,Returned
300,30409,2024-10-04,362.17,Pending
301,16756,2024-02-22,13419.82,Returned
302,28917,2022-09-04,25932.76,Returned
303,34106,2023-05-29,12484.01,Returned
304,20133,2023-04-13,5456.57,Cancelled
305,36687,2024-05-24,46050.02,Pending
306,22426,2022-09-17,18680.21,Delivered
307,41473,2022-07-15,30336.92,Pending
308,49881,2024-12-11,3987.79,Shipped
309,14117,2024-05-07,45093.63,Cancelled
310,37644,2024-07-03,18127.88,Shipped
311,34654,2023-05-11,41824.43,Returned
312,7657,2023-04-14,28935.56,Shipped
313,38471,2023-08-21,16806.04,Shipped
314,48952,2024-06-18,11155.87,Returned
315,44883,2022-10-03,37232.27,Delivered
316,33043,2023-05-08,32637.64,Pending
317,43413,2024-06-14,41911.28,Cancelled
318,17263,2022-08-10,17730.74,Cancelled
319,45394,2022-12-09,20772.37,Returned
320,27603,2023-10-25,36848.18,Delivered
321,6215,2024-04-21,8047.38,Delivered
322,20250,2024-05-31,1012.92,Cancelled
323,43520,2024-02-11,35684.98,Pending
324,28962,2024-08-13,40053.61,Cancelled
325,13687,2023-03-14,38764.21,Delivered
326,34761,2024-10-02,35737.09,Cancelled
327,27234,2023-04-27,38398.25,Shipped
328,36494,2022-08-20,19041.07,Cancelled
329,19825,2024-02-15,34150.66,Returned
330,905,2023-09-28,39248.19,Shipped
331,38252,2024-09-25,16216.18,Shipped
332,13157,2024-11-04,19217.72,Cancelled
333,46306,2022-10-29,20557.97,Returned
334,39479,2025-04-23,30930.19,Delivered
335,44390,2023-11-20,9798.5,Pending
336,33576,2022-09-29,25668.04,Shipped
337,28218,2024-01-10,7520.63,Returned
338,15758,2025-06-05,49645.82,Cancelled
339,39663,2022-10-29,47919.56,Cancelled
340,20667,2024-04-01,29201.89,Delivered
341,9785,2025-06-02,32760.13,Cancelled
342,29995,2023-12-09,41046.83,Returned
343,46209,2024-02-09,40035.14,Returned
344,21918,2022-10-18,29779.53,Delivered
345,5409,2023-10-07,34954.18,Returned
346,32333,2022-07-20,28836.36,Returned
347,33228,2023-07-08,11982.08,Cancelled
348,38682,2023-01-22,23040.8,Delivered
349,7598,2023-07-16,32753.07,Cancelled
350,1538,2024-05-16,29886.58,Shipped
351,30171,2022-08-31,37119.35,Returned
352,12738,2022-11-29,33401.56,Delivered
353,36136,2022-06-25,42032.57,Delivered
354,33524,2024-02-23,16375.49,Delivered
355,8638,2024-06-05,14714.83,Shipped
356,41486,2024-12-21,47478.9,Returned
357,13943,2024-01-29,27344.13,Delivered
358,6122,2024-12-08,43547.47,Cancelled
359,28698,2024-02-21,45787.43,Returned
360,22405,2024-08-23,20099.18,Pending
361,26846,2024-01-30,29263.13,Pending
362,25702,2023-07-04,15091.36,Delivered
363,34452,2023-09-24,11309.65,Pending
364,21757,2023-01-12,11208.14,Pending
365,29963,2024-06-02,30166.53,Pending
366,6854,2024-07-28,37952.18,Returned
367,32613,2025-05-18,5746.98,Returned
368,4386,2025-03-08,21688.16,Returned
369,31238,2024-11-28,20584.98,Shipped
370,44057,2024-12-09,49838.72,Returned
371,18598,2023-08-17,13908.46,Shipped
372,10826,2022-10-06,49085.91,Delivered
373,735,2024-05-10,49146.87,Pending
374,46853,2024-01-23,22853.63,Cancelled
375,41795,2023-01-16,49538.35,Returned
376,19231,2025-06-12,44600.71,Delivered
377,49178,2022-07-10,26092.82,Shipped
378,40571,2024-05-02,7810.51,Shipped
379,30579,2023-05-09,20663.68,Shipped
380,9043,2024-03-31,23601.15,Pending
381,1468,2024-10-20,31729.25,Delivered
382,48116,2024-06-03,21474.24,Cancelled
383,31454,2024-05-13,12421.18,Cancelled
384,15948,2023-11-22,28922.15,Pending
385,43397,2023-02-25,2404.55,Returned
386,36890,2023-01-13,622.63,Delivered
387,3044,2024-05-18,36218.91,Cancelled
388,1896,2024-10-12,17634.15,Pending
389,49482,2023-02-16,21095.76,Cancelled
390,18625,2023-12-06,36602.66,Delivered
391,28813,2023-02-11,2318.62,Pending
392,16262,2022-11-07,34864.32,Cancelled
393,23146,2023-02-24,22880.7,Delivered
394,49983,2024-07-07,1830.46,Pending
395,37522,2024-02-18,23738.31,Delivered
396,28083,2023-03-08,30644.63,Pending
397,42155,2022-12-07,19803.64,Shipped
398,21456,2023-01-05,4967.36,Cancelled
399,46493,2022-10-07,23603.23,Delivered
400,2651,2023-09-15,41630.34,Pending
401,25780,2024-06-14,42805.08,Pending
402,8725,2023-08-15,21541.4,Shipped
403,19918,2023-02-04,25261.75,Returned
404,42273,2025-01-21,29835.79,Shipped
405,48961,2025-04-14,38816.02,Delivered
406,926,2022-07-03,14555.06,Delivered
407,34074,2024-03-30,39930.0,Pending
408,24713,2023-04-16,4442.76,Pending
409,36240,2023-03-04,45852.07,Delivered
410,20682,2025-05-11,26566.17,Returned
411,43517,2024-01-11,39057.01,Pending
412,11676,2025-05-16,2272.1,Shipped
413,11768,2024-06-10,27646.81,Pending
414,34783,2025-05-10,45555.44,Shipped
415,42057,2023-01-26,5929.86,Delivered
416,4274,2024-06-11,49391.83,Returned
417,1472,2023-01-09,18539.93,Delivered
418,16647,2023-06-15,35771.27,Returned
419,19909,2022-12-31,3132.04,Delivered
420,24010,2024-10-01,41485.31,Returned
421,12583,2025-03-27,12192.27,Pending
422,22194,2024-09-30,23629.05,Returned
423,33070,2025-05-26,17483.13,Returned
424,46283,2025-06-08,12460.46,Returned
425,6751,2022-07-17,7511.06,Returned
426,44608,2023-08-07,28688.86,Cancelled
427,36829,2025-05-27,29703.22,Returned
428,40408,2023-09-05,6352.19,Pending
429,5370,2024-04-17,10507.89,Returned
430,66,2022-12-29,47431.72,Pending
431,30972,2023-08-02,14660.38,Delivered
432,4706,2023-07-09,17980.2,Pending
433,2449,2023-05-29,4682.9,Shipped
434,10383,2022-09-02,38646.18,Cancelled
435,34772,2024-02-02,14639.89,Delivered
436,30512,2025-04-01,12714.23,Returned
437,14309,2024-07-11,46244.93,Shipped
438,5386,2025-03-15,12108.48,Shipped
439,12883,2023-08-30,37703.71,Returned
440,39505,2024-03-15,21291.9,Shipped
441,35345,2024-06-11,25644.6,Shipped
442,3643,2024-05-26,41981.58,Returned
443,317,2024-09-19,13899.79,Cancelled
444,2622,2022-12-28,48883.39,Shipped
445,17072,2022-08-10,15317.28,Delivered
446,42926,2024-05-31,48389.58,Delivered
447,36989,2022-10-31,17690.79,Returned
448,23059,2023-08-31,47838.41,Returned
449,40431,2023-06-12,11074.86,Shipped
450,21292,2023-06-07,46857.58,Pending
451,32942,2023-10-05,5231.32,Pending
452,5449,2023-02-08,43022.89,Cancelled
453,19062,2023-01-06,16794.46,Delivered
454,14280,2023-07-09,34633.75,Shipped
455,4526,2025-01-24,17046.25,Cancelled
456,27734,2023-05-04,12031.94,Shipped
457,9549,2023-07-04,42029.91,Returned
458,29654,2025-05-03,40239.12,Returned
459,23273,2022-09-09,27189.67,Delivered
460,35190,2022-07-22,34008.62,Shipped
461,27598,2022-11-09,6422.79,Pending
462,22830,2022-08-10,27173.82,Returned
463,27069,2023-11-25,43274.02,Shipped
464,14191,2023-07-11,27229.57,Delivered
465,10373,2024-01-12,19996.14,Cancelled
466,17073,2023-08-07,32990.8,Shipped
467,42632,2023-01-28,45627.56,Delivered
468,44988,2025-03-31,33333.56,Delivered
469,19328,2024-04-28,32164.64,Pending
470,7139,2023-02-04,2793.22,Delivered
471,13082,2024-08-31,44184.94,Pending
472,26294,2024-02-20,34680.91,Returned
473,46782,2023-11-07,18507.4,Returned
474,30847,2023-08-29,43641.62,Delivered
475,48923,2024-09-05,13349.15,Delivered
476,20242,2023-07-10,34259.39,Returned
477,13337,2022-09-30,6836.2,Returned
478,38201,2023-11-07,14040.46,Shipped
479,38472,2023-12-24,11233.18,Cancelled
480,35789,2024-05-14,35586.32,Cancelled
481,25589,2024-03-04,28620.06,Shipped
482,3825,2025-04-24,10699.47,Delivered
483,13556,2022-07-14,14191.29,Delivered
484,18643,2024-06-06,19862.41,Pending
485,45853,2024-07-13,24172.95,Cancelled
486,31473,2024-03-12,26399.91,Cancelled
487,10532,2025-01-12,21550.08,Returned
488,25869,2025-03-02,23531.92,Shipped
489,2478,2025-03-25,6439.76,Shipped
490,3748,2025-05-18,3197.32,Cancelled
491,35860,2023-02-27,27667.46,Delivered
492,37055,2025-02-09,2364.62,Shipped
493,41720,2024-07-15,12618.06,Shipped
494,4879,2023-02-17,10030.71,Returned
495,25873,2023-06-25,7971.87,Pending
496,38224,2025-03-24,24626.15,Delivered
497,36051,2025-02-02,37074.16,Cancelled
498,49942,2022-11-25,17771.5,Returned
499,34531,2023-03-10,22631.48,Delivered
500,39359,2025-04-18,16350.96,Shipped
501,14613,2024-06-21,22636.5,Returned
502,8925,2023-11-15,48206.68,Returned
503,24116,2023-06-30,47040.15,Cancelled
504,184,2023-01-19,41370.45,Cancelled
505,26099,2024-03-29,9290.71,Delivered
506,46501,2024-09-04,6704.37,Shipped
507,15854,2023-10-28,9204.73,Pending
508,39577,2022-11-13,45714.74,Returned
509,17296,2025-06-07,42310.09,Pending
510,13847,2023-12-29,45911.07,Returned
511,10931,2023-05-17,30459.76,Pending
512,2720,2024-03-01,21986.39,Returned
513,45708,2024-12-12,49706.39,Shipped
514,911,2025-05-10,5847.86,Cancelled
515,27451,2023-12-16,12076.48,Pending
516,40975,2025-03-11,49374.78,Returned
517,20818,2023-11-04,4571.82,Shipped
518,43355,2022-07-22,15432.31,Cancelled
519,12680,2022-11-10,35387.44,Delivered
520,43156,2024-08-26,16785.27,Pending
521,34998,2023-04-02,47506.9,Shipped
522,17523,2022-10-12,10001.18,Delivered
523,44551,2022-09-01,34239.91,Returned
524,38684,2023-07-26,33079.24,Returned
525,17366,2025-02-11,32030.87,Cancelled
526,38645,2022-09-28,25026.03,Returned
527,8791,2024-03-04,20195.64,Shipped
528,26072,2022-09-28,12270.74,Pending
529,18722,2023-12-06,34728.3,Cancelled
530,17754,2024-01-24,21001.91,Shipped
531,4032,2024-09-20,9799.21,Returned
532,571,2023-06-28,35138.84,Pending
533,27294,2025-01-20,28842.52,Returned
534,44309,2024-02-05,1620.56,Pending
535,23098,2024-06-07,13287.95,Returned
536,39345,2023-09-28,638.27,Pending
537,10679,2022-09-15,21897.55,Cancelled
538,41249,2025-05-21,47067.49,Delivered
539,42996,2024-08-04,30227.12,Returned
540,7742,2025-01-22,3418.09,Cancelled
541,29546,2023-07-28,32264.36,Cancelled
542,7510,2022-09-27,13122.05,Delivered
543,8171,2022-12-05,8850.84,Shipped
544,1865,2024-01-03,20767.16,Pending
545,5321,2024-12-26,46280.6,Pending
546,41901,2023-12-27,41001.19,Delivered
547,47894,2023-11-28,24872.87,Cancelled
548,47764,2024-10-15,16705.6,Delivered
549,36458,2023-12-03,43280.34,Shipped
550,31588,2024-12-16,8985.49,Returned
551,44048,2025-03-13,38278.06,Shipped
552,18606,2023-01-21,495.92,Delivered
553,46376,2024-09-01,41247.62,Returned
554,43771,2025-04-30,37246.99,Returned
555,43005,2024-12-22,42335.55,Delivered
556,32438,2024-08-02,49458.51,Pending
557,12958,2023-02-20,7877.82,Returned
558,41967,2022-07-24,15655.47,Shipped
559,5700,2022-07-13,38856.94,Delivered
560,43053,2023-06-15,10572.94,Delivered
561,2585,2024-07-28,1009.29,Shipped
562,24343,2023-01-14,21209.55,Returned
563,27578,2024-11-27,18976.12,Shipped
564,43626,2023-11-28,15489.17,Shipped
565,9334,2024-03-22,24226.67,Pending
566,42806,2023-08-05,9412.51,Shipped
567,47598,2023-11-09,15314.7,Cancelled
568,48732,2023-09-29,587.98,Pending
569,33591,2022-11-13,15546.27,Pending
570,23725,2022-06-25,18986.88,Returned
571,48648,2024-10-10,13682.68,Shipped
572,22730,2023-07-15,20700.74,Delivered
573,20525,2023-05-18,12363.51,Pending
574,5033,2024-05-24,14114.0,Cancelled
575,26323,2022-07-23,24065.81,Cancelled
576,5245,2023-06-21,916.2,Shipped
577,11126,2024-04-01,41389.41,Delivered
578,7314,2023-05-30,36287.71,Cancelled
579,48107,2025-03-28,32449.19,Delivered
580,8071,2024-05-24,13424.66,Shipped
581,44238,2024-01-15,8029.56,Delivered
582,34071,2024-12-19,23159.97,Delivered
583,18201,2023-09-28,8357.72,Pending
584,6313,2024-03-14,4568.5,Shipped
585,28611,2023-06-16,18433.4,Delivered
586,967,2025-03-21,1643.97,Shipped
587,44146,2025-01-05,21948.07,Cancelled
588,26661,2024-12-29,44556.67,Cancelled
589,24227,2024-06-12,37826.18,Cancelled
590,9556,2023-06-13,45281.35,Delivered
591,36551,2022-09-27,22861.37,Cancelled
592,44074,2025-06-04,2399.94,Delivered
593,23822,2023-04-27,2772.66,Shipped
594,35452,2023-12-22,6571.2,Returned
595,47256,2023-05-20,2853.15,Delivered
596,17591,2025-03-06,26968.42,Shipped
597,17988,2023-12-30,39289.17,Cancelled
598,8245,2025-05-06,48205.99,Cancelled
599,10010,2025-01-26,903.35,Returned
600,36600,2024-07-30,15313.38,Pending
601,8881,2024-06-24,43620.19,Delivered
602,3979,2023-01-08,10154.49,Returned
603,8633,2023-08-31,14686.04,Returned
604,6054,2023-02-26,3298.14,Shipped
605,20000,2024-08-12,36383.01,Pending
606,27543,2023-08-28,20698.32,Cancelled
607,17225,2022-10-19,47307.43,Pending
608,24030,2022-07-08,1291.28,Delivered
609,48359,2024-08-08,39702.86,Shipped
610,34575,2025-06-13,28583.44,Shipped
611,43752,2022-11-07,1593.17,Cancelled
612,10997,2023-07-28,20596.99,Returned
613,46441,2022-12-26,10442.52,Shipped
614,853,2025-03-29,10446.99,Delivered
615,8004,2024-12-17,45310.9,Delivered
616,18138,2023-12-13,22798.56,Returned
617,13683,2025-02-14,36023.84,Delivered
618,39111,2023-12-10,7831.41,Delivered
619,8056,2025-06-14,9896.2,Returned
620,4581,2023-08-14,39833.72,Returned
621,1668,2024-05-12,6326.5,Pending
622,10274,2023-11-18,8500.08,Returned
623,35191,2024-10-09,46208.31,Delivered
624,28852,2023-09-16,31367.63,Delivered
625,24583,2024-03-10,47419.44,Pending
626,35114,2024-07-06,5925.25,Returned
627,4458,2024-11-12,36689.18,Pending
628,29745,2023-01-17,32509.66,Pending
629,22409,2023-12-16,38892.27,Shipped
630,9513,2024-12-10,26031.18,Shipped
631,1580,2023-07-25,10520.33,Returned
632,6101,2024-08-29,16152.02,Returned
633,42067,2023-02-27,13413.4,Returned
634,19965,2023-02-24,38389.9,Shipped
635,5728,2023-01-26,30451.8,Delivered
636,11552,2022-07-02,13850.0,Cancelled
637,21793,2022-07-30,20481.61,Shipped
638,4186,2023-01-18,12057.63,Delivered
639,43159,2024-04-01,32488.12,Delivered
640,13382,2024-01-09,7559.4,Pending
641,10218,2022-07-19,20000.91,Pending
642,21259,2023-12-01,48935.71,Returned
643,18165,2023-07-14,3280.71,Delivered
